Timestamp,Node_ID,Voltage_V,Current_A,Load_kW,Temperature_C,Power_Factor,Energy_Output_kWh,Fault,Failure_Risk
2025-01-07 08:40:00,N010,239.71,20.29,4.86,38.68,0.97,0.404,0,0.038
2025-01-07 08:45:00,N021,235.3,14.87,3.38,39.03,0.97,0.28,0,0.057
2025-01-07 08:50:00,N037,225.22,14.99,3.42,38.39,0.95,0.284,0,0.062
2025-01-07 08:55:00,N001,224.9,7.44,1.76,32.07,0.95,0.146,0,0.041
2025-01-07 09:00:00,N023,229.29,8.65,2.0,35.47,0.98,0.166,0,0.06
2025-01-07 09:05:00,N045,230.67,5.32,1.37,34.25,0.99,0.114,0,0.047
2025-01-07 09:10:00,N033,230.34,13.24,3.01,38.61,0.99,0.25,0,0.059
2025-01-07 09:15:00,N022,236.58,13.37,3.07,37.65,0.91,0.255,0,0.042
2025-01-07 09:20:00,N004,232.46,16.89,4.01,38.17,0.98,0.333,0,0.063
2025-01-07 09:25:00,N038,226.49,5.54,1.22,32.32,0.91,0.102,0,0.031
2025-01-07 09:30:00,N028,235.22,4.09,0.93,32.28,0.94,0.077,0,0.032
2025-01-07 09:35:00,N033,240.16,10.79,2.53,34.52,0.93,0.21,0,0.045
2025-01-07 09:40:00,N018,235.76,21.1,4.96,39.24,0.98,0.412,0,0.037
2025-01-07 09:45:00,N014,234.16,14.55,3.42,35.59,0.96,0.284,0,0.019
2025-01-07 09:50:00,N043,239.14,11.21,2.61,33.62,0.96,0.217,0,0.038
2025-01-07 09:55:00,N029,238.87,5.34,1.33,32.98,0.94,0.11,0,0.04
2025-01-07 10:00:00,N013,229.19,15.46,3.66,35.84,0.98,0.304,1,0.516
2025-01-07 10:05:00,N046,233.74,11.22,2.57,35.0,0.95,0.213,0,0.057
2025-01-07 10:10:00,N033,232.36,10.46,2.41,33.06,0.96,0.2,0,0.044
2025-01-07 10:15:00,N007,242.19,7.76,1.84,33.81,1.0,0.153,0,0.016
2025-01-07 10:20:00,N040,239.61,6.73,1.68,34.25,0.97,0.139,0,0.03
2025-01-07 10:25:00,N041,221.25,21.36,4.71,38.45,0.9,0.391,0,0.061
2025-01-07 10:30:00,N026,235.01,6.14,1.46,32.56,0.98,0.121,0,0.008
2025-01-07 10:35:00,N009,231.88,7.98,1.89,33.71,0.97,0.157,0,0.025
2025-01-07 10:40:00,N037,231.76,19.67,4.5,37.37,0.97,0.373,0,0.037
2025-01-07 10:45:00,N038,230.62,10.83,2.48,35.98,0.97,0.206,0,0.023
2025-01-07 10:50:00,N014,231.54,9.44,2.28,34.08,0.95,0.19,0,0.039
2025-01-07 10:55:00,N008,233.72,7.45,1.74,33.77,0.99,0.145,0,0.037
2025-01-07 11:00:00,N027,232.24,4.59,1.07,30.99,0.96,0.089,0,0.035
2025-01-07 11:05:00,N050,240.6,12.68,3.02,36.78,0.99,0.251,0,0.049
2025-01-07 11:10:00,N017,241.49,5.84,1.47,32.49,0.9,0.122,0,0.048
2025-01-07 11:15:00,N017,238.5,14.05,3.45,35.54,0.9,0.286,0,0.021
2025-01-07 11:20:00,N002,231.44,5.74,1.39,31.48,0.93,0.115,0,0.039
2025-01-07 11:25:00,N050,234.4,6.36,1.56,32.44,0.98,0.13,0,0.012
2025-01-07 11:30:00,N016,227.5,15.51,3.43,34.5,0.93,0.285,0,0.051
2025-01-07 11:35:00,N035,221.06,11.81,2.64,35.92,0.97,0.219,0,0.064
2025-01-07 11:40:00,N030,230.93,16.08,3.83,37.49,0.92,0.318,0,0.064
2025-01-07 11:45:00,N026,224.68,7.05,1.68,34.89,0.98,0.139,0,0.059
2025-01-07 11:50:00,N020,223.53,17.22,3.84,37.12,0.92,0.319,0,0.032
2025-01-07 11:55:00,N011,234.55,2.66,0.63,29.19,0.97,0.052,0,0.023
2025-01-07 12:00:00,N013,230.13,15.51,3.42,36.2,0.98,0.284,0,0.042
2025-01-07 12:05:00,N042,226.67,4.26,0.98,32.62,0.97,0.082,0,0.014
2025-01-07 12:10:00,N038,230.43,8.98,1.99,34.62,0.95,0.165,0,0.037
2025-01-07 12:15:00,N008,224.61,4.39,0.99,31.09,1.0,0.082,0,0.04
2025-01-07 12:20:00,N038,223.67,4.38,0.99,31.63,0.94,0.082,0,0.04
2025-01-07 12:25:00,N017,232.32,8.2,1.87,31.23,0.94,0.156,0,0.049
2025-01-07 12:30:00,N043,231.21,3.84,0.87,31.0,0.94,0.073,0,0.045
2025-01-07 12:35:00,N037,224.91,14.73,3.33,37.59,0.92,0.276,0,0.057
2025-01-07 12:40:00,N028,228.57,5.99,1.4,30.89,0.93,0.117,0,0.036
2025-01-07 12:45:00,N013,222.49,10.08,2.37,35.42,0.95,0.196,0,0.055
2025-01-07 12:50:00,N010,218.75,16.09,3.66,38.72,1.0,0.303,0,0.027
2025-01-07 12:55:00,N021,225.92,10.77,2.44,33.39,0.94,0.203,0,0.036
2025-01-07 13:00:00,N029,225.26,13.54,3.09,34.5,0.92,0.256,0,0.035
2025-01-07 13:05:00,N004,232.09,10.5,2.27,31.62,0.93,0.188,0,0.024
2025-01-07 13:10:00,N049,233.11,10.33,2.58,34.93,0.99,0.214,0,0.021
2025-01-07 13:15:00,N038,229.94,6.07,1.33,32.58,1.0,0.111,0,0.036
2025-01-07 13:20:00,N001,233.27,16.39,3.89,36.36,0.9,0.323,0,0.031
2025-01-07 13:25:00,N015,235.17,8.35,1.93,35.99,0.96,0.16,0,0.028
2025-01-07 13:30:00,N037,233.14,13.56,3.13,37.48,0.92,0.26,0,0.026
2025-01-07 13:35:00,N015,234.71,5.34,1.35,34.33,0.91,0.112,0,0.022
2025-01-07 13:40:00,N045,230.5,11.53,2.68,37.14,0.97,0.223,0,0.034
2025-01-07 13:45:00,N018,230.94,20.72,4.82,39.66,1.0,0.4,0,0.048
2025-01-07 13:50:00,N041,222.25,16.29,3.64,38.38,0.96,0.302,0,0.058
2025-01-07 13:55:00,N007,233.78,18.61,4.34,40.56,0.96,0.36,0,0.064
2025-01-07 14:00:00,N036,225.17,7.54,1.69,33.6,0.99,0.14,0,0.029
2025-01-07 14:05:00,N027,229.5,16.9,3.84,39.44,0.95,0.319,0,0.064
2025-01-07 14:10:00,N011,225.16,12.25,2.78,36.25,0.94,0.23,0,0.041
2025-01-07 14:15:00,N046,224.55,14.7,3.31,36.45,0.94,0.275,0,0.037
2025-01-07 14:20:00,N008,232.46,8.76,1.98,36.57,0.98,0.164,0,0.063
2025-01-07 14:25:00,N016,224.14,2.06,0.58,34.73,0.96,0.048,0,0.015
2025-01-07 14:30:00,N035,235.89,17.9,4.25,38.02,0.9,0.352,0,0.033
2025-01-07 14:35:00,N033,223.16,2.85,0.64,31.37,0.95,0.053,0,0.012
2025-01-07 14:40:00,N047,240.86,17.94,4.46,40.4,0.95,0.37,0,0.061
2025-01-07 14:45:00,N023,234.19,14.04,3.32,37.45,0.87,0.276,0,0.021
2025-01-07 14:50:00,N029,230.97,3.21,0.82,34.05,0.93,0.068,1,0.541
2025-01-07 14:55:00,N023,224.75,19.92,4.49,37.44,0.95,0.372,0,0.067
2025-01-07 15:00:00,N018,226.48,9.57,2.12,33.54,0.93,0.176,0,0.015
2025-01-07 15:05:00,N023,221.63,6.06,1.39,31.97,0.98,0.115,0,0.044
2025-01-07 15:10:00,N015,226.67,2.79,0.64,30.73,0.95,0.053,0,0.049
2025-01-07 15:15:00,N027,230.6,17.84,4.13,40.77,0.95,0.343,0,0.055
2025-01-07 15:20:00,N015,226.18,14.92,3.43,38.14,0.94,0.284,0,0.034
2025-01-07 15:25:00,N011,241.08,16.71,4.08,39.36,0.93,0.339,0,0.026
2025-01-07 15:30:00,N043,224.71,7.83,1.79,29.63,0.89,0.149,0,0.038
2025-01-07 15:35:00,N003,233.74,6.0,1.39,31.16,0.93,0.115,0,0.036
2025-01-07 15:40:00,N033,231.55,12.5,2.98,35.25,0.95,0.247,0,0.035
2025-01-07 15:45:00,N021,236.82,13.22,3.05,35.74,0.97,0.253,1,0.542
2025-01-07 15:50:00,N002,242.45,8.48,2.13,29.8,0.91,0.177,0,0.008
2025-01-07 15:55:00,N035,229.74,20.06,4.61,37.51,0.93,0.383,0,0.069
2025-01-07 16:00:00,N028,236.94,6.06,1.38,33.49,0.97,0.114,0,0.023
2025-01-07 16:05:00,N013,232.22,8.85,2.13,33.34,0.95,0.176,0,0.035
2025-01-07 16:10:00,N028,216.16,15.2,3.36,38.76,0.97,0.279,0,0.046
2025-01-07 16:15:00,N012,228.59,10.36,2.37,35.26,0.97,0.196,0,0.015
2025-01-07 16:20:00,N033,230.79,19.45,4.39,37.66,0.91,0.364,0,0.036
2025-01-07 16:25:00,N005,231.06,5.98,1.35,33.47,0.98,0.112,0,0.045
2025-01-07 16:30:00,N018,232.74,15.72,3.79,38.37,0.95,0.315,0,0.052
2025-01-07 16:35:00,N004,233.77,10.71,2.5,32.93,0.98,0.208,0,0.029
2025-01-07 16:40:00,N023,225.42,6.17,1.37,31.41,0.95,0.114,0,0.05
2025-01-07 16:45:00,N022,230.85,20.18,4.64,38.95,1.0,0.385,0,0.043
2025-01-07 16:50:00,N021,228.92,16.62,3.75,39.42,0.93,0.311,0,0.065
2025-01-07 16:55:00,N043,231.03,20.07,4.67,40.77,0.95,0.387,0,0.043
2025-01-07 17:00:00,N049,224.77,12.47,2.85,37.35,0.96,0.236,0,0.046
2025-01-07 17:05:00,N002,226.83,17.24,3.92,39.27,0.94,0.326,0,0.05
2025-01-07 17:10:00,N037,222.49,3.83,1.0,33.89,0.95,0.083,0,0.046
2025-01-07 17:15:00,N026,225.43,18.14,4.1,37.68,0.91,0.34,0,0.035
2025-01-07 17:20:00,N026,226.72,15.94,3.68,36.29,0.89,0.306,0,0.036
2025-01-07 17:25:00,N004,228.0,4.07,0.99,30.67,0.98,0.082,0,0.01
2025-01-07 17:30:00,N007,230.95,10.89,2.63,35.49,0.95,0.218,0,0.042
2025-01-07 17:35:00,N004,220.42,18.03,4.02,38.28,0.95,0.333,0,0.035
2025-01-07 17:40:00,N038,227.56,21.4,4.88,38.78,0.97,0.405,0,0.05
2025-01-07 17:45:00,N027,228.43,16.53,3.75,35.7,0.91,0.311,0,0.023
2025-01-07 17:50:00,N050,227.79,5.39,1.19,32.66,0.95,0.099,0,0.056
2025-01-07 17:55:00,N044,241.76,11.7,2.75,35.3,0.93,0.228,0,0.054
2025-01-07 18:00:00,N038,235.71,8.86,2.05,32.19,0.95,0.17,0,0.026
2025-01-07 18:05:00,N050,225.1,21.83,4.93,41.56,1.0,0.409,0,0.04
2025-01-07 18:10:00,N001,230.04,17.2,4.03,40.8,0.93,0.334,0,0.063
2025-01-07 18:15:00,N011,229.91,18.56,4.33,38.79,1.0,0.359,0,0.043
2025-01-07 18:20:00,N030,233.01,17.78,4.12,36.39,0.95,0.342,0,0.033
2025-01-07 18:25:00,N034,230.27,13.49,3.16,35.33,0.91,0.263,0,0.036
2025-01-07 18:30:00,N007,228.57,3.55,0.9,30.17,0.98,0.074,0,0.036
2025-01-07 18:35:00,N044,226.44,12.99,3.03,34.79,0.92,0.251,0,0.048
2025-01-07 18:40:00,N022,227.38,21.25,4.77,39.66,0.97,0.396,0,0.055
2025-01-07 18:45:00,N002,237.07,10.89,2.5,35.46,0.92,0.207,0,0.053
2025-01-07 18:50:00,N038,229.23,5.51,1.19,30.9,0.97,0.099,0,0.033
2025-01-07 18:55:00,N033,220.91,16.47,3.67,36.25,0.91,0.304,0,0.026
2025-01-07 19:00:00,N040,227.11,20.8,4.63,37.16,0.91,0.384,0,0.04
2025-01-07 19:05:00,N022,226.19,16.31,3.67,33.96,0.94,0.305,0,0.047
2025-01-07 19:10:00,N007,222.06,3.19,0.78,32.12,0.94,0.065,0,0.019
2025-01-07 19:15:00,N020,220.47,17.41,3.78,37.88,1.0,0.314,0,0.036
2025-01-07 19:20:00,N001,225.8,4.68,1.09,34.29,0.94,0.09,0,0.045
2025-01-07 19:25:00,N043,237.43,13.89,3.48,35.67,0.94,0.289,0,0.028
2025-01-07 19:30:00,N010,229.39,3.71,0.9,30.55,0.98,0.075,0,0.037
2025-01-07 19:35:00,N011,231.53,20.23,4.72,40.71,0.96,0.392,0,0.075
2025-01-07 19:40:00,N014,235.49,18.14,4.19,39.18,0.94,0.348,0,0.062
2025-01-07 19:45:00,N042,236.8,4.01,0.98,32.81,0.96,0.081,0,0.016
2025-01-07 19:50:00,N045,221.84,17.15,3.78,35.97,0.9,0.313,0,0.037
2025-01-07 19:55:00,N039,233.54,14.7,3.33,35.99,0.95,0.276,0,0.054
2025-01-07 20:00:00,N014,235.89,3.41,0.84,29.79,0.96,0.07,0,0.049
2025-01-07 20:05:00,N009,230.49,21.44,4.94,41.62,0.96,0.41,0,0.033
2025-01-07 20:10:00,N021,228.12,7.18,1.53,30.45,0.88,0.127,0,0.042
2025-01-07 20:15:00,N031,224.92,20.06,4.59,39.44,0.96,0.381,0,0.05
2025-01-07 20:20:00,N047,228.48,7.23,1.69,34.28,0.95,0.14,0,0.032
2025-01-07 20:25:00,N032,228.71,16.33,3.71,38.06,0.94,0.308,0,0.026
2025-01-07 20:30:00,N047,225.83,15.55,3.55,37.5,1.0,0.294,0,0.019
2025-01-07 20:35:00,N024,228.58,10.52,2.41,36.92,0.95,0.2,0,0.041
2025-01-07 20:40:00,N046,228.64,4.26,0.82,32.39,0.91,0.068,0,0.053
2025-01-07 20:45:00,N015,227.29,16.09,3.59,38.82,0.92,0.298,0,0.028
2025-01-07 20:50:00,N027,226.32,14.62,3.22,36.31,0.94,0.267,0,0.034
2025-01-07 20:55:00,N019,229.95,7.84,1.86,35.26,0.89,0.154,0,0.045
2025-01-07 21:00:00,N037,228.79,10.4,2.46,34.78,0.97,0.204,0,0.03
2025-01-07 21:05:00,N010,226.14,19.26,4.33,37.0,0.94,0.36,0,0.055
2025-01-07 21:10:00,N003,229.18,16.87,3.83,43.92,0.96,0.318,0,0.056
2025-01-07 21:15:00,N011,226.38,21.04,4.78,40.37,0.99,0.396,0,0.055
2025-01-07 21:20:00,N030,222.48,9.62,1.95,35.9,0.98,0.162,0,0.034
2025-01-07 21:25:00,N044,230.34,8.92,2.07,33.79,0.94,0.172,0,0.052
2025-01-07 21:30:00,N015,214.74,23.0,4.87,42.86,1.0,0.404,0,0.079
2025-01-07 21:35:00,N013,234.19,20.38,4.89,38.08,0.95,0.406,0,0.049
2025-01-07 21:40:00,N035,235.64,14.14,3.26,35.14,0.93,0.271,0,0.033
2025-01-07 21:45:00,N005,227.5,17.24,3.92,35.64,0.92,0.325,0,0.049
2025-01-07 21:50:00,N050,229.87,19.94,4.59,38.06,0.91,0.381,0,0.051
2025-01-07 21:55:00,N028,227.69,11.6,2.7,36.6,0.95,0.224,0,0.035
2025-01-07 22:00:00,N026,221.97,20.55,4.6,39.29,0.96,0.381,0,0.035
2025-01-07 22:05:00,N006,234.39,3.53,0.8,30.79,0.89,0.066,0,0.02
2025-01-07 22:10:00,N029,228.51,4.18,0.97,34.2,0.96,0.08,0,0.041
2025-01-07 22:15:00,N024,230.2,3.56,0.83,31.39,0.94,0.069,0,0.045
2025-01-07 22:20:00,N041,222.92,10.42,2.23,31.86,0.98,0.185,0,0.044
2025-01-07 22:25:00,N014,229.56,8.19,1.89,31.56,0.96,0.157,0,0.043
2025-01-07 22:30:00,N016,225.91,4.05,0.87,32.02,0.94,0.072,0,0.035
2025-01-07 22:35:00,N021,223.05,22.35,4.91,39.29,0.96,0.407,0,0.032
2025-01-07 22:40:00,N034,236.6,4.79,1.29,32.96,0.97,0.107,0,0.044
2025-01-07 22:45:00,N010,237.42,2.43,0.62,31.82,1.0,0.051,0,0.014
2025-01-07 22:50:00,N019,231.27,11.71,2.6,36.18,1.0,0.215,0,0.039
2025-01-07 22:55:00,N041,226.48,17.27,3.96,38.33,0.96,0.329,0,0.047
2025-01-07 23:00:00,N044,232.21,19.06,4.46,41.99,0.91,0.37,0,0.029
2025-01-07 23:05:00,N031,222.19,5.23,1.11,32.56,0.98,0.092,0,0.041
2025-01-07 23:10:00,N037,227.45,8.92,2.07,33.48,0.95,0.172,0,0.019
2025-01-07 23:15:00,N008,229.09,8.96,1.94,34.98,0.9,0.161,0,0.029
2025-01-07 23:20:00,N037,226.2,14.37,3.25,36.11,0.92,0.27,0,0.036
2025-01-07 23:25:00,N016,218.3,9.62,2.18,31.89,0.96,0.181,0,0.035
2025-01-07 23:30:00,N004,230.97,17.81,4.24,37.67,0.94,0.352,0,0.049
2025-01-07 23:35:00,N027,229.84,7.16,1.63,32.62,1.0,0.135,0,0.017
2025-01-07 23:40:00,N044,226.99,17.43,4.03,37.79,0.97,0.334,0,0.028
2025-01-07 23:45:00,N012,233.01,17.31,4.11,40.44,0.87,0.341,0,0.033
2025-01-07 23:50:00,N022,224.86,6.72,1.41,35.63,0.95,0.117,0,0.021
2025-01-07 23:55:00,N041,238.5,15.37,3.67,38.35,0.97,0.304,0,0.03
2025-01-08 00:00:00,N013,225.52,11.67,2.62,35.31,0.95,0.218,0,0.042
2025-01-08 00:05:00,N024,223.04,5.93,1.32,32.68,0.9,0.11,0,0.028
2025-01-08 00:10:00,N032,231.75,5.14,1.07,34.96,0.93,0.089,0,0.039
2025-01-08 00:15:00,N040,227.13,4.8,1.07,32.78,0.96,0.089,0,0.033
2025-01-08 00:20:00,N013,223.93,3.08,0.66,32.56,0.97,0.055,0,0.026
2025-01-08 00:25:00,N007,216.81,5.05,1.15,31.32,0.95,0.096,0,0.041
2025-01-08 00:30:00,N012,225.28,12.37,2.77,35.41,0.91,0.23,0,0.036
2025-01-08 00:35:00,N023,222.73,14.76,3.28,36.85,0.92,0.272,0,0.048
2025-01-08 00:40:00,N004,231.76,13.53,3.16,38.61,0.98,0.262,0,0.063
2025-01-08 00:45:00,N039,227.82,19.19,4.32,39.17,0.91,0.358,0,0.065
2025-01-08 00:50:00,N047,234.99,7.42,1.65,33.21,0.96,0.137,0,0.043
2025-01-08 00:55:00,N008,231.08,7.96,1.78,32.5,0.97,0.147,0,0.01
2025-01-08 01:00:00,N016,231.55,10.59,2.41,35.35,0.92,0.2,0,0.033
2025-01-08 01:05:00,N050,229.88,7.27,1.68,33.48,0.96,0.14,0,0.017
2025-01-08 01:10:00,N002,228.3,21.34,4.94,40.26,0.98,0.41,0,0.067
2025-01-08 01:15:00,N031,219.25,6.21,1.29,31.99,1.0,0.107,0,0.018
2025-01-08 01:20:00,N043,232.21,7.54,1.72,34.25,0.95,0.143,0,0.042
2025-01-08 01:25:00,N022,222.93,5.28,1.16,33.98,0.98,0.096,0,0.051
2025-01-08 01:30:00,N006,232.91,11.9,2.93,36.15,0.93,0.243,0,0.035
2025-01-08 01:35:00,N042,230.95,9.53,2.13,35.01,0.95,0.177,0,0.039
2025-01-08 01:40:00,N040,232.94,6.26,1.48,32.36,0.93,0.123,0,0.022
2025-01-08 01:45:00,N044,236.23,17.04,4.18,37.91,0.95,0.347,0,0.044
2025-01-08 01:50:00,N015,223.92,8.23,1.88,32.66,0.93,0.156,0,0.042
2025-01-08 01:55:00,N005,232.91,9.98,2.39,36.38,0.95,0.198,0,0.051
2025-01-08 02:00:00,N013,223.71,19.79,4.39,39.23,0.91,0.365,0,0.032
2025-01-08 02:05:00,N024,223.52,18.03,3.96,38.35,0.91,0.328,0,0.029
2025-01-08 02:10:00,N001,229.57,4.12,1.01,29.75,0.97,0.084,0,0.031
2025-01-08 02:15:00,N034,225.44,14.24,3.26,36.74,0.92,0.271,0,0.051
2025-01-08 02:20:00,N005,230.96,4.56,1.08,33.15,0.93,0.09,0,0.017
2025-01-08 02:25:00,N042,223.04,4.14,0.89,31.58,0.94,0.074,0,0.05
2025-01-08 02:30:00,N023,228.22,15.37,3.57,37.97,0.97,0.297,0,0.056
2025-01-08 02:35:00,N012,236.51,19.91,4.61,38.65,0.98,0.383,0,0.047
2025-01-08 02:40:00,N026,225.74,13.63,3.11,38.14,0.96,0.258,0,0.037
2025-01-08 02:45:00,N024,230.52,19.95,4.57,39.46,0.96,0.379,0,0.042
2025-01-08 02:50:00,N011,229.04,14.8,3.32,33.05,0.91,0.276,0,0.04
2025-01-08 02:55:00,N009,227.37,5.46,1.18,31.73,0.95,0.098,0,0.033
2025-01-08 03:00:00,N024,229.08,6.13,1.36,33.49,0.89,0.113,0,0.053
2025-01-08 03:05:00,N031,233.78,16.38,3.89,36.84,1.0,0.323,0,0.026
2025-01-08 03:10:00,N035,231.64,5.87,1.41,33.75,0.96,0.117,0,0.037
2025-01-08 03:15:00,N006,227.32,9.52,2.16,33.67,0.9,0.179,0,0.019
2025-01-08 03:20:00,N033,231.96,18.47,4.3,37.88,0.9,0.357,0,0.067
2025-01-08 03:25:00,N018,223.7,7.58,1.7,33.29,0.96,0.141,0,0.013
2025-01-08 03:30:00,N028,236.88,16.68,3.97,38.87,0.92,0.33,0,0.063
2025-01-08 03:35:00,N015,229.0,2.88,0.58,34.99,0.89,0.048,0,0.021
2025-01-08 03:40:00,N010,231.21,15.6,3.64,35.37,0.89,0.302,0,0.041
2025-01-08 03:45:00,N046,222.05,3.09,0.64,33.28,1.0,0.053,0,0.04
2025-01-08 03:50:00,N008,232.52,17.25,4.07,36.7,0.9,0.338,0,0.041
2025-01-08 03:55:00,N020,226.66,12.9,2.89,35.76,0.99,0.24,0,0.015
2025-01-08 04:00:00,N017,243.16,6.39,1.61,35.24,0.95,0.133,0,0.056
2025-01-08 04:05:00,N030,239.77,16.14,3.82,36.94,0.91,0.317,0,0.037
2025-01-08 04:10:00,N014,223.77,21.48,4.75,38.39,0.94,0.395,0,0.048
2025-01-08 04:15:00,N010,230.83,2.53,0.6,31.06,0.97,0.05,0,0.014
2025-01-08 04:20:00,N022,229.98,2.93,0.67,30.32,0.94,0.056,0,0.03
2025-01-08 04:25:00,N004,229.37,6.89,1.61,35.53,0.93,0.134,0,0.013
2025-01-08 04:30:00,N034,226.81,14.49,3.34,37.03,0.88,0.277,0,0.06
2025-01-08 04:35:00,N028,236.42,4.37,0.91,31.04,0.96,0.076,0,0.035
2025-01-08 04:40:00,N020,230.99,9.56,2.36,36.82,0.95,0.196,0,0.033
2025-01-08 04:45:00,N007,219.42,14.71,3.29,38.29,0.94,0.273,0,0.057
2025-01-08 04:50:00,N017,233.05,6.48,1.65,33.1,0.94,0.137,0,0.021
2025-01-08 04:55:00,N035,241.14,3.12,0.75,29.47,0.98,0.062,0,0.046
2025-01-08 05:00:00,N013,227.96,6.0,1.33,31.13,0.99,0.11,0,0.016
2025-01-08 05:05:00,N004,227.46,5.78,1.32,35.48,0.95,0.109,0,0.036
2025-01-08 05:10:00,N001,222.32,12.37,2.75,38.97,0.92,0.228,0,0.023
2025-01-08 05:15:00,N002,229.32,7.05,1.57,32.47,0.97,0.13,0,0.031
2025-01-08 05:20:00,N026,235.72,8.66,1.98,35.58,0.91,0.164,0,0.04
2025-01-08 05:25:00,N029,228.08,18.07,4.16,36.43,0.95,0.345,0,0.029
2025-01-08 05:30:00,N037,231.83,9.82,2.19,34.35,0.97,0.182,0,0.042
2025-01-08 05:35:00,N024,225.77,11.14,2.52,35.16,0.93,0.209,0,0.038
2025-01-08 05:40:00,N012,225.24,19.78,4.57,38.28,0.98,0.379,0,0.022
2025-01-08 05:45:00,N050,237.7,17.3,4.08,37.56,1.0,0.339,0,0.061
2025-01-08 05:50:00,N016,227.42,17.12,3.77,37.89,0.88,0.313,0,0.046
2025-01-08 05:55:00,N032,222.94,11.59,2.69,35.63,0.95,0.224,0,0.038
2025-01-08 06:00:00,N003,229.57,4.13,0.87,29.82,0.93,0.072,0,0.035
2025-01-08 06:05:00,N003,238.29,8.18,1.99,31.11,1.0,0.165,0,0.032
2025-01-08 06:10:00,N046,227.99,13.66,3.17,38.05,0.97,0.263,0,0.063
2025-01-08 06:15:00,N029,229.07,15.97,3.67,36.12,0.96,0.305,0,0.039
2025-01-08 06:20:00,N044,231.45,5.17,1.21,33.74,0.91,0.101,0,0.032
2025-01-08 06:25:00,N043,232.43,18.2,4.23,37.68,1.0,0.351,0,0.021
2025-01-08 06:30:00,N012,230.76,5.92,1.3,34.08,1.0,0.108,0,0.032
2025-01-08 06:35:00,N001,233.81,17.27,3.99,37.94,0.92,0.331,0,0.066
2025-01-08 06:40:00,N005,230.84,10.84,2.43,34.63,0.97,0.202,0,0.026
2025-01-08 06:45:00,N037,226.36,6.65,1.5,34.04,0.97,0.125,0,0.038
2025-01-08 06:50:00,N020,232.83,18.8,4.39,38.42,0.96,0.365,1,0.566
2025-01-08 06:55:00,N011,229.66,6.97,1.57,35.42,0.97,0.13,0,0.013
2025-01-08 07:00:00,N028,234.44,16.78,3.92,37.4,0.91,0.325,0,0.039
2025-01-08 07:05:00,N031,232.47,18.7,4.33,36.81,0.91,0.359,0,0.062
2025-01-08 07:10:00,N022,227.2,11.01,2.69,36.31,0.95,0.223,0,0.04
2025-01-08 07:15:00,N017,231.28,10.79,2.56,34.25,0.96,0.213,0,0.017
2025-01-08 07:20:00,N048,229.46,19.49,4.49,37.95,0.96,0.373,0,0.039
2025-01-08 07:25:00,N026,227.81,5.33,1.14,30.9,0.95,0.095,0,0.047
2025-01-08 07:30:00,N007,229.65,11.94,2.79,33.79,0.97,0.232,0,0.026
2025-01-08 07:35:00,N025,225.61,15.84,3.6,35.39,0.87,0.299,1,0.537
2025-01-08 07:40:00,N036,227.57,20.83,4.79,38.52,0.98,0.398,0,0.041
2025-01-08 07:45:00,N028,232.34,14.18,3.33,34.06,0.92,0.277,0,0.054
2025-01-08 07:50:00,N042,227.94,3.83,0.98,30.59,0.96,0.081,0,0.031
2025-01-08 07:55:00,N019,237.36,5.61,1.34,37.15,0.95,0.111,0,0.029
2025-01-08 08:00:00,N023,226.6,14.86,3.39,37.53,0.96,0.281,0,0.04
2025-01-08 08:05:00,N021,231.53,9.85,2.27,34.77,0.95,0.188,0,0.045
2025-01-08 08:10:00,N042,224.49,6.21,1.41,31.04,0.96,0.117,0,0.022
2025-01-08 08:15:00,N035,227.69,15.98,3.75,35.92,0.96,0.311,0,0.043
2025-01-08 08:20:00,N012,225.08,11.39,2.62,37.23,0.94,0.218,0,0.041
2025-01-08 08:25:00,N021,230.54,9.6,2.17,35.08,0.93,0.18,0,0.043
2025-01-08 08:30:00,N002,233.32,12.05,2.88,36.52,0.93,0.239,0,0.023
2025-01-08 08:35:00,N021,237.33,5.77,1.5,31.83,0.95,0.124,0,0.016
2025-01-08 08:40:00,N010,227.83,6.51,1.48,33.65,0.98,0.123,0,0.046
2025-01-08 08:45:00,N017,230.58,6.27,1.37,34.47,0.95,0.114,0,0.016
2025-01-08 08:50:00,N009,225.26,20.73,4.71,41.27,0.88,0.391,0,0.056
2025-01-08 08:55:00,N004,240.41,6.19,1.51,30.63,0.96,0.126,0,0.022
2025-01-08 09:00:00,N019,236.84,17.63,4.04,40.35,0.91,0.335,0,0.068
2025-01-08 09:05:00,N045,230.34,9.89,2.24,36.53,0.93,0.186,0,0.036
2025-01-08 09:10:00,N043,235.75,7.21,1.69,31.63,0.98,0.14,0,0.027
2025-01-08 09:15:00,N044,218.0,6.29,1.41,32.87,0.96,0.117,0,0.024
2025-01-08 09:20:00,N019,234.85,17.67,4.14,33.55,0.98,0.344,0,0.054
2025-01-08 09:25:00,N015,226.31,21.05,4.77,38.93,0.92,0.396,0,0.026
2025-01-08 09:30:00,N011,222.23,14.43,3.37,37.7,0.99,0.28,0,0.031
2025-01-08 09:35:00,N044,230.29,9.05,1.91,35.52,1.0,0.158,0,0.058
2025-01-08 09:40:00,N046,228.11,14.78,3.34,35.64,0.98,0.277,0,0.043
2025-01-08 09:45:00,N027,227.64,18.23,4.07,39.88,0.97,0.338,0,0.03
